activity_id,name,description,type,course_id,laps,sport,sub_sport,training_effect,anaerobic_training_effect,start_time,stop_time,elapsed_time,moving_time,distance,cycles,avg_hr,max_hr,avg_rr,max_rr,calories,avg_cadence,max_cadence,avg_speed,max_speed,ascent,descent,max_temperature,min_temperature,avg_temperature,start_lat,start_long,stop_lat,stop_long,hr_zones_method,hrz_1_hr,hrz_2_hr,hrz_3_hr,hrz_4_hr,hrz_5_hr,hrz_1_time,hrz_2_time,hrz_3_time,hrz_4_time,hrz_5_time
10087458548,Chicago - Dec 5,,uncategorized,,9,running,generic,3.7,0.0,2022-12-05 05:55:09.000000,2022-12-05 06:56:13.000000,01:00:51.808000,01:00:02.476000,5.734330332912,4544.0,154,170.0,,,1077,76.0,81.0,5.731030113065719,6.719755628801346,85.30183740000001,75.4593177,260.6,,260.6,41.923640286549926,-87.64703717082739,41.923771630972624,-87.64426242560148,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:17.999000,00:02:43.172000,00:18:45.415000,00:38:06.692000,00:00:00.000000
10325780083,Stair Stepper,,uncategorized,,1,fitness_equipment,stair_climbing,2.6,0.7,2023-01-17 06:09:47.000000,2023-01-17 06:30:08.000000,00:20:16.531000,00:20:16.531000,0.0,604.0,147,173.0,,,338,2.0,76.0,0.0,,,,260.6,,260.6,,,,,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:22.236000,00:01:50.001000,00:10:54.999000,00:06:52.296000,00:00:12.000000
9696712210,Indoor Cycling,,uncategorized,,1,cycling,indoor_cycling,2.4,0.2,2022-09-29 06:31:40.000000,2022-09-29 07:18:50.000000,00:46:08.092000,00:45:55.902000,0.0,,131,155.0,,,638,,,0.0,,,,260.6,,260.6,,,,,max_heart_rate,96.0,115.0,134.0,153.0,172.0,00:03:19.998000,00:19:28.999000,00:21:14.271000,00:00:30.976000,00:00:00.000000
9475955870,Buildup Week 2,,uncategorized,,17,running,treadmill,3.4,0.2,2022-08-25 11:04:34.000000,2022-08-25 11:42:58.000000,00:38:03.758000,00:38:03.758000,2.7520219762399996,2548.0,151,169.0,,,659,67.0,82.0,4.9654991927641845,5.572207435201645,,,82.4,77.0,80.6,,,,,max_heart_rate,97.0,116.0,135.0,154.0,174.0,00:00:09.000000,00:02:21.760000,00:17:57.464000,00:17:10.871000,00:00:00.000000
10077888502,Chicago Running,,uncategorized,,11,running,generic,4.1,0.0,2022-12-03 07:01:05.000000,2022-12-03 09:20:11.000000,02:19:01.733000,01:44:53.728000,10.003324460848,8037.0,156,171.0,,,1858,76.0,80.0,5.722082484264374,7.681638258132935,154.19947530000002,193.5695541,260.6,,260.6,41.92370013333857,-87.64699660241604,41.92361522465944,-87.64840241521597,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:00.000000,00:00:20.774000,00:29:53.048000,01:14:37.772000,00:00:02.000000
9667080979,Chicago Running,,uncategorized,,14,running,generic,4.5,0.4,2022-09-24 05:46:22.000000,2022-09-24 08:45:33.000000,02:59:08.102000,02:25:14.640000,13.006299623632,11205.0,143,171.0,,,2547,77.0,90.0,5.373120161067963,9.99686667680359,147.6377955,121.39107630000001,260.6,,260.6,41.92421654239297,-87.64701671898365,41.91382214426994,-87.6311444118619,max_heart_rate,96.0,115.0,134.0,154.0,173.0,00:01:37.876000,00:08:03.854000,02:01:56.605000,00:13:30.437000,00:00:00.000000
9860452319,Chicago Running,,uncategorized,,5,running,generic,2.8,0.0,2022-10-26 05:59:26.000000,2022-10-26 06:46:58.000000,00:47:28.935000,00:46:59.776000,4.019420385456,3436.0,139,154.0,,,735,73.0,81.0,5.131530983469009,6.386452322666169,13.1233596,29.5275591,260.6,,260.6,41.92363207228482,-87.64707958325744,41.926610162481666,-87.65047752298415,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:01:11.001000,00:08:19.053000,00:36:40.581000,00:00:36.959000,00:00:00.000000
9407593220,Chicago Running,,uncategorized,,1,running,generic,0.0,0.0,2022-08-13 14:11:49.000000,2022-08-13 14:12:21.000000,00:00:25.384000,00:00:25.384000,0.003119283424,,77,80.0,,,1,,,0.44291332560002805,2.9840726048002244,0.0,0.0,89.6,89.6,89.6,41.92349620163441,-87.64693566597998,41.923565017059445,-87.64693449251354,max_heart_rate,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000
10050500333,Chicago Running,,uncategorized,,6,running,generic,3.4,0.0,2022-11-28 05:52:16.000000,2022-11-28 06:50:24.000000,00:57:06.299000,00:57:02.969000,5.297711431808,4287.0,151,165.0,,,993,75.0,80.0,5.572207435201645,7.534000516265869,59.0551182,72.1784778,84.2,62.6,66.2,41.92364791408181,-87.6470432896167,41.92378613166511,-87.64652168378234,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:16.001000,00:01:48.999000,00:25:24.569000,00:29:16.722000,00:00:00.000000
10108454524,Chicago Running,,uncategorized,,6,running,generic,3.5,0.0,2022-12-09 05:51:27.000000,2022-12-09 06:54:31.000000,01:03:00.320000,01:02:05.649000,5.760657830656,4645.0,155,167.0,,,1099,74.0,79.0,5.56549658026886,7.681638258132935,42.650918700000005,39.3700788,260.6,,260.6,41.92374405451119,-87.64699601568282,41.923673897981644,-87.64674782752991,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:11.827000,00:01:13.458000,00:11:29.834000,00:49:07.060000,00:00:00.000000
10582174563,Chicago Running,,uncategorized,,21,running,generic,4.9,0.0,2023-02-25 05:36:37.000000,2023-02-25 09:27:24.000000,03:50:42.401000,03:42:04.156000,20.0059778408,16988.0,154,178.0,,,3330,76.0,82.0,5.404437128536224,9.122225161598205,262.467192,278.8713915,260.6,,260.6,41.9236951880157,-87.64704043976963,41.927549773827195,-87.6417488604784,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:14.221000,00:04:06.911000,01:29:24.089000,02:00:26.948000,00:07:49.730000
10142385361,Chicago Running,,uncategorized,,6,running,generic,3.5,0.0,2022-12-16 05:57:11.000000,2022-12-16 06:59:25.000000,01:01:59.136000,01:00:33.622000,5.735809196368,4581.0,154,171.0,,,1033,75.0,80.0,5.681817354667663,7.764404757867813,59.0551182,52.4934384,260.6,,260.6,41.92366065457463,-87.64695268124342,41.92385260015726,-87.64638086780906,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:11.999000,00:00:52.002000,00:16:44.359000,00:42:32.194000,00:00:02.000000
9623959500,Chicago Running,,uncategorized,,21,running,generic,5.0,0.0,2022-09-17 06:06:24.000000,2022-09-17 10:13:24.000000,04:06:12.787000,03:45:54.454000,20.055575689984,17211.0,151,181.0,,,4012,77.0,86.0,5.32614470986557,6.907658500265121,147.6377955,144.3569556,260.6,,260.6,41.916658245027065,-87.62996843084693,41.91772324964404,-87.63016674667597,max_heart_rate,96.0,115.0,134.0,154.0,173.0,00:00:25.497000,00:02:24.193000,02:19:26.838000,01:21:03.028000,00:01:38.920000
9453805268,Chicago - Buildup Week 2,,uncategorized,,17,running,generic,2.9,0.0,2022-08-22 06:20:36.000000,2022-08-22 07:00:17.000000,00:39:29.505000,00:38:04.308000,3.121464436912,2577.0,138,160.0,,,549,66.0,78.0,4.9190219994697575,6.679491032531738,3.2808399,6.5616798,86.0,75.2,77.0,41.92338891327381,-87.64697548002005,41.92416675388813,-87.6463611703366,max_heart_rate,97.0,116.0,135.0,154.0,174.0,00:02:10.778000,00:11:53.051000,00:18:19.731000,00:05:14.189000,00:00:00.000000
10515448957,"Chicago - 1 on, 1 off",,uncategorized,,38,running,generic,4.1,0.0,2023-02-15 05:16:01.000000,2023-02-15 06:34:53.000000,01:18:43.473000,01:18:27.327000,8.258855885408,6018.0,151,169.0,,,1335,77.0,82.0,6.3171069994697575,7.889673161067963,475.7217855,479.0026254,260.6,,260.6,41.92355797626078,-87.64701001346111,41.925455555319786,-87.64080857858062,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:33.020000,00:04:51.530000,00:21:23.177000,00:51:12.713000,00:00:00.000000
10034966246,Chicago Running,,uncategorized,,6,running,generic,3.8,0.0,2022-11-25 08:15:00.000000,2022-11-25 09:09:43.000000,00:54:35.949000,00:53:40.089000,5.25176724528,4029.0,155,168.0,,,992,75.0,79.0,5.871957,7.493735386669159,65.616798,52.4934384,82.4,60.8,64.4,41.92368093878031,-87.6469883043319,41.92386131733656,-87.64658220112324,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:13.000000,00:01:24.661000,00:15:21.323000,00:36:27.893000,00:00:00.000000
10345350971,Chicago Running,,uncategorized,,8,running,generic,3.7,0.0,2023-01-20 05:46:03.000000,2023-01-20 07:04:38.000000,01:18:29.610000,01:18:00.056000,7.359663408175999,5969.0,154,173.0,,,1300,76.0,80.0,5.661684789869309,7.11793017706871,82.02099750000001,101.7060369,260.6,,260.6,41.92366979084909,-87.64706131070852,41.92391747608781,-87.64643258415163,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:13.122000,00:01:33.877000,00:21:03.285000,00:54:39.455000,00:00:22.002000
10177044695,Treadmill Running,,uncategorized,,4,running,treadmill,3.9,0.0,2022-12-23 14:12:03.000000,2022-12-23 14:52:08.000000,00:39:47.605000,00:39:47.605000,3.501843030704,3011.0,161,178.0,,,758,75.0,80.0,6.181925950578287,5.990514548267365,,,260.6,,260.6,,,,,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:23.478000,00:00:39.072000,00:03:46.927000,00:27:54.673000,00:07:02.987000
10568353470,Chicago Running,,uncategorized,,6,running,generic,3.1,0.0,2023-02-23 05:31:26.000000,2023-02-23 06:24:33.000000,00:53:03.955000,00:52:32.339000,5.023009438,4078.0,139,150.0,,,825,77.0,80.0,5.735503660802841,8.76655198346901,9.8425197,9.8425197,260.6,,260.6,41.92378889769316,-87.64697480946779,41.924767987802625,-87.64788600616157,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:17.000000,00:05:53.274000,00:45:57.346000,00:00:00.000000,00:00:00.000000
9407593484,Chicago Running,,uncategorized,,1,running,generic,0.0,0.0,2022-08-13 15:12:34.000000,2022-08-13 15:13:26.000000,00:00:42.028000,00:00:42.028000,0.0,,92,102.0,,,4,,,0.0,0.0,0.0,0.0,89.6,89.6,89.6,41.92361162044108,-87.64677188359201,41.92361162044108,-87.64677188359201,max_heart_rate,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000
10040419625,Chicago Running,,uncategorized,,9,running,generic,4.1,0.1,2022-11-26 06:59:14.000000,2022-11-26 09:01:36.000000,02:02:17.491000,01:22:25.232000,8.003056003504,6291.0,159,173.0,,,1499,76.0,80.0,5.8249815487976075,7.534000516265869,75.4593177,65.616798,80.6,60.8,64.4,41.92366601899266,-87.64700096100569,41.923310961574316,-87.64582129195333,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:01:22.512000,00:01:01.455000,00:09:10.858000,01:09:00.182000,00:01:44.051000
10061604425,"Chicago - 1 on, 1 off",,uncategorized,,37,running,generic,3.7,1.0,2022-11-30 05:53:05.000000,2022-11-30 06:58:13.000000,01:04:58.846000,01:04:50.085000,6.159491149088,4856.0,153,181.0,,,1144,75.0,82.0,5.699713145597457,9.059591226661682,134.5144359,144.3569556,260.6,,260.6,41.923630479723215,-87.64703742228448,41.923745730891824,-87.64664875343442,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:28.115000,00:03:43.496000,00:20:29.379000,00:38:31.260000,00:00:57.293000
9552700211,Indoor Cycling,,uncategorized,,1,cycling,indoor_cycling,2.1,0.0,2022-09-06 06:33:11.000000,2022-09-06 07:18:40.000000,00:43:47.209000,00:43:47.209000,14.099999927599999,,124,152.0,,,517,,,19.320882673215426,,,,260.6,,260.6,,,,,max_heart_rate,97.0,116.0,135.0,154.0,174.0,00:06:06.996000,00:26:48.782000,00:08:14.999000,00:00:00.000000,00:00:00.000000
10287596040,Chicago - Ladder Run,,uncategorized,,16,running,generic,4.4,0.0,2023-01-11 05:55:41.000000,2023-01-11 07:15:31.000000,01:19:40.002000,01:19:08.197000,8.017819783216,6018.0,158,173.0,,,1430,76.0,80.0,6.079991902935028,7.15819530666542,98.425197,88.5826773,260.6,,260.6,41.923732068389654,-87.64693918637931,41.92563258111477,-87.64342457056046,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:29.998000,00:01:19.574000,00:15:29.584000,00:59:34.381000,00:01:55.337000
9660377054,Chicago - september 19 workout,,uncategorized,,21,running,generic,3.8,0.0,2022-09-23 05:52:54.000000,2022-09-23 07:15:28.000000,01:22:22.554000,01:22:06.753000,7.25307960624,6037.0,141,161.0,,,1438,76.0,90.0,5.29930129013443,7.180564645332336,72.1784778,91.8635172,260.6,,260.6,41.924018897116184,-87.64676040038466,41.925541469827294,-87.64629637822509,max_heart_rate,96.0,115.0,134.0,154.0,173.0,00:00:41.242000,00:11:41.555000,01:07:39.286000,00:01:41.005000,00:00:00.000000
10536139476,Chicago Running,,uncategorized,,17,running,generic,4.5,0.0,2023-02-18 06:59:25.000000,2023-02-18 09:46:14.000000,02:46:44.369000,02:45:11.894000,16.003601667359998,12775.0,142,150.0,,,2579,77.0,80.0,5.811559838932037,8.954454321605683,223.09711320000002,226.3779531,260.6,,260.6,41.92361212335527,-87.64704161323607,41.923652440309525,-87.64800922013819,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:32.000000,00:04:48.298000,02:39:32.840000,00:00:00.000000,00:00:00.000000
10066687498,Strength,,uncategorized,,1,fitness_equipment,strength_training,0.5,0.0,2022-12-01 05:55:05.000000,2022-12-01 06:20:46.000000,00:25:37.532000,00:25:37.532000,0.0,11.0,104,133.0,,,219,,,0.0,,,,260.6,,260.6,,,,,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:14:20.089000,00:04:53.999000,00:00:01.000000,00:00:00.000000,00:00:00.000000
10574523565,Chicago Running,,uncategorized,,7,running,generic,3.2,0.0,2023-02-24 05:06:57.000000,2023-02-24 06:11:36.000000,01:04:37.273000,01:04:37.273000,6.005409732624,4992.0,142,152.0,,,984,77.0,80.0,5.576681516265869,6.679491032531738,68.8976379,78.7401576,260.6,,260.6,41.92363944835961,-87.64706181362271,41.9237538613379,-87.6468450576067,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:26.000000,00:03:20.900000,01:00:31.724000,00:00:03.000000,00:00:00.000000
10571925588,Chicago Running,,uncategorized,,6,running,generic,3.6,0.0,2023-02-23 15:53:32.000000,2023-02-23 16:49:10.000000,00:55:32.053000,00:54:01.377000,5.61955685856,4202.0,151,166.0,,,924,77.0,82.0,6.241051354667664,7.619003789869309,121.39107630000001,137.7952758,260.6,,260.6,41.92365705035627,-87.6469827722758,41.923881098628044,-87.64635052531958,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:26.001000,00:02:47.522000,00:15:56.673000,00:34:28.076000,00:00:00.000000
10429231119,Stair Stepper,,uncategorized,,1,fitness_equipment,stair_climbing,3.3,0.0,2023-02-02 05:48:00.000000,2023-02-02 06:18:56.000000,00:30:53.735000,00:30:53.735000,0.0,1006.0,154,174.0,,,543,1.0,76.0,0.0,,,,260.6,,260.6,,,,,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:30.473000,00:00:28.000000,00:10:17.264000,00:18:35.066000,00:01:02.932000
10398100909,Chicago Walking,,uncategorized,,1,walking,generic,0.8,0.0,2023-01-28 09:57:47.000000,2023-01-28 10:12:37.000000,00:10:12.575000,00:10:12.575000,0.523281542368,534.0,127,147.0,,,112,50.0,77.0,3.075787,5.2187715642681125,3.2808399,6.5616798,260.6,,260.6,41.92940150387585,-87.6441697217524,41.923583624884486,-87.64693541452289,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:02.170000,00:08:55.869000,00:01:14.536000,00:00:00.000000,00:00:00.000000
10103331135,Strength,,uncategorized,,1,fitness_equipment,strength_training,0.6,0.0,2022-12-08 05:51:50.000000,2022-12-08 06:20:12.000000,00:28:11.493000,00:28:11.493000,0.0,5.0,103,136.0,,,233,,,0.0,,,,260.6,,260.6,,,,,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:15:07.175000,00:04:51.011000,00:00:32.000000,00:00:00.000000,00:00:00.000000
10234805306,Strength,,uncategorized,,1,fitness_equipment,strength_training,0.3,0.0,2023-01-03 05:49:06.000000,2023-01-03 06:20:34.000000,00:31:25.301000,00:31:25.301000,0.0,22.0,97,130.0,,,218,,,0.0,,,,260.6,,260.6,,,,,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:14:12.798000,00:03:28.001000,00:00:00.000000,00:00:00.000000,00:00:00.000000
10522102009,Stair Stepper,,uncategorized,,1,fitness_equipment,stair_climbing,3.2,0.3,2023-02-16 05:35:37.000000,2023-02-16 06:16:01.000000,00:40:17.105000,00:40:17.105000,0.0,991.0,146,170.0,,,646,7.0,80.0,0.0,,,,260.6,,260.6,,,,,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:50.000000,00:03:01.000000,00:25:16.999000,00:10:30.770000,00:00:00.000000
9527563040,Chicago Running,,uncategorized,,15,running,generic,5.0,0.1,2022-09-02 07:00:55.000000,2022-09-02 10:01:21.000000,03:00:16.377000,02:43:53.730000,14.007129788048,11953.0,156,170.0,,,2836,76.0,90.0,5.127057435731888,6.970292435201645,101.7060369,111.54855660000001,260.6,,260.6,41.923411041498184,-87.64604223892093,41.92360105924308,-87.64660818502307,max_heart_rate,97.0,116.0,135.0,154.0,174.0,00:00:13.001000,00:02:59.491000,00:28:46.760000,02:11:46.846000,00:00:00.000000
10371038795,Chicago Running,,uncategorized,,7,running,generic,3.7,0.0,2023-01-24 05:49:50.000000,2023-01-24 06:54:42.000000,01:04:48.803000,01:04:19.655000,6.277203709216,4953.0,153,174.0,,,1106,77.0,80.0,5.854061742397309,8.871688355197907,95.14435710000001,114.8293965,260.6,,260.6,41.92433573305607,-87.64647834934294,41.92363274283707,-87.64638271182775,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:12.998000,00:01:58.999000,00:19:20.393000,00:42:05.857000,00:00:31.999000
10497314430,Chicago Running,,uncategorized,,12,running,generic,4.0,0.0,2023-02-12 08:13:12.000000,2023-02-12 10:08:05.000000,01:54:48.584000,01:52:28.997000,11.007752364512001,8761.0,148,165.0,,,1816,77.0,83.0,5.871957,7.932175064533235,127.9527561,127.9527561,260.6,,260.6,41.92364531569183,-87.64708427712321,41.923722764477134,-87.64674589969218,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:06.068000,00:02:16.524000,01:31:59.347000,00:18:05.829000,00:00:00.000000
9795298760,Chicago Running,,uncategorized,,2,running,generic,5.0,0.4,2022-10-15 07:04:20.000000,2022-10-15 09:52:41.000000,02:48:18.827000,02:46:07.251000,15.010147179088,12255.0,146,171.0,,,3093,77.0,117.0,5.422332919466019,7.471366048002243,121.39107630000001,167.3228349,260.6,,260.6,41.92370742559433,-87.64700607396662,41.9228523876518,-87.64862562529743,max_heart_rate,96.0,115.0,134.0,153.0,172.0,00:00:22.004000,00:22:15.549000,01:32:55.257000,00:50:23.049000,00:00:00.000000
10205166448,Running,,uncategorized,,8,running,generic,3.3,0.0,2022-12-29 06:31:12.000000,2022-12-29 07:55:25.000000,01:24:10.579000,01:18:14.633000,7.0048293844159994,5872.0,149,161.0,,,1242,75.0,80.0,5.3708833871994015,6.4490862576026915,108.26771670000001,101.7060369,260.6,,260.6,12.58458036929369,-70.03171185962856,12.58465614169836,-70.03148051910102,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:22.795000,00:02:58.106000,00:43:58.608000,00:30:54.178000,00:00:00.000000
10561736428,Chicago - Fartlek,,uncategorized,,14,running,generic,3.8,0.9,2023-02-22 05:04:43.000000,2023-02-22 06:23:35.000000,01:18:44.566000,01:18:44.566000,8.01944777576,6157.0,146,173.0,,,1290,78.0,86.0,6.1113094037303926,8.09770806400299,157.4803152,160.7611551,260.6,,260.6,41.92361522465944,-87.64705033041537,41.92377096042037,-87.64408254995942,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:12.000000,00:03:28.014000,00:58:57.957000,00:15:19.020000,00:00:22.835000
10377713243,Chicago Running,,uncategorized,,5,running,generic,3.3,0.0,2023-01-25 05:58:49.000000,2023-01-25 06:46:39.000000,00:47:46.682000,00:47:06.014000,4.4678701942079995,3644.0,152,167.0,,,785,77.0,81.0,5.690764983469009,7.220829241601944,13.1233596,9.8425197,260.6,,260.6,41.92361706867814,-87.64704714529216,41.92381555214524,-87.64666317030787,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:15.001000,00:02:24.999000,00:16:08.355000,00:28:12.486000,00:00:00.000000
10543221485,Chicago Running,,uncategorized,,12,running,generic,3.9,0.0,2023-02-19 07:57:30.000000,2023-02-19 09:52:28.000000,01:54:53.750000,01:53:15.410000,11.005732908112,8806.0,144,165.0,,,1777,77.0,88.0,5.829455096534729,6.970292435201645,216.53543340000002,226.3779531,260.6,,260.6,41.92348371259868,-87.6471056509763,41.923771630972624,-87.64719148166478,max_heart_rate,95.0,114.0,133.0,152.0,171.0,00:00:02.000000,00:02:20.650000,01:45:48.319000,00:04:51.001000,00:00:00.000000
9635143816,Chicago - september 19 workout,,uncategorized,,21,running,generic,3.8,0.3,2022-09-19 05:59:34.000000,2022-09-19 07:23:17.000000,01:23:30.322000,01:22:57.750000,7.015336771408,5964.0,145,161.0,,,1465,75.0,86.0,5.073370596269608,9.580796870933533,16.4041995,42.650918700000005,260.6,,260.6,41.92349812947214,-87.64703708700836,41.922069769352674,-87.64612865634263,max_heart_rate,96.0,115.0,134.0,154.0,173.0,00:00:14.999000,00:10:13.281000,01:04:58.154000,00:07:16.129000,00:00:00.000000
